EXPANSE stm32h747 m7 harness
INFO core=m7 cpuid=0x411fc271 idcode=0x20036450 pwr_cr3=0x00010044 dcache_line_bytes=32 dcache_ways=4 dcache_sets=128 sync32_headroom=128
TICK
TOCK cycles=320000000
RESULT name=ingest impl=expanse core=m7 sysclk=64000000 dcache=0 pass=0 cycles=2219520 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=64000000 dcache=0 pass=1 cycles=2215326 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=64000000 dcache=0 pass=2 cycles=2215895 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=64000000 dcache=0 pass=3 cycles=2216262 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=64000000 dcache=0 pass=4 cycles=2215978 ops=2000
RESULT name=bytes impl=expanse core=m7 shape=ingest keys=2000 heap_bytes=11416 req_bytes=7782
RESULT name=can_dispatch impl=expanse core=m7 sysclk=64000000 dcache=0 pass=0 cycles=184775 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=64000000 dcache=0 pass=1 cycles=184630 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=64000000 dcache=0 pass=2 cycles=184637 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=64000000 dcache=0 pass=3 cycles=184632 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=64000000 dcache=0 pass=4 cycles=184632 ops=500
RESULT name=bytes impl=expanse core=m7 shape=ble_index keys=2000 heap_bytes=42552 req_bytes=34376
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=64000000 dcache=0 pass=0 cycles=2139660 ops=600
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=64000000 dcache=0 pass=1 cycles=2139237 ops=600
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=64000000 dcache=0 pass=2 cycles=2139601 ops=600
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=64000000 dcache=0 pass=3 cycles=2139879 ops=600
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=64000000 dcache=0 pass=4 cycles=2138538 ops=600
RESULT name=evict_bulk_range impl=expanse core=m7 sysclk=64000000 dcache=0 pass=0 cycles=717670 ops=600
RESULT name=evict_bulk_range impl=expanse core=m7 sysclk=64000000 dcache=0 pass=1 cycles=717504 ops=600
RESULT name=evict_bulk_range impl=expanse core=m7 sysclk=64000000 dcache=0 pass=2 cycles=717562 ops=600
RESULT name=evict_bulk_range impl=expanse core=m7 sysclk=64000000 dcache=0 pass=3 cycles=718200 ops=600
RESULT name=evict_bulk_range impl=expanse core=m7 sysclk=64000000 dcache=0 pass=4 cycles=717084 ops=600
RESULT name=evict_steady_loop impl=expanse core=m7 sysclk=64000000 dcache=0 pass=0 cycles=89121 ops=25
RESULT name=evict_steady_loop impl=expanse core=m7 sysclk=64000000 dcache=0 pass=1 cycles=88929 ops=25
RESULT name=evict_steady_loop impl=expanse core=m7 sysclk=64000000 dcache=0 pass=2 cycles=89013 ops=25
RESULT name=evict_steady_loop impl=expanse core=m7 sysclk=64000000 dcache=0 pass=3 cycles=88722 ops=25
RESULT name=evict_steady_loop impl=expanse core=m7 sysclk=64000000 dcache=0 pass=4 cycles=88882 ops=25
RESULT name=evict_steady_range impl=expanse core=m7 sysclk=64000000 dcache=0 pass=0 cycles=32202 ops=25
RESULT name=evict_steady_range impl=expanse core=m7 sysclk=64000000 dcache=0 pass=1 cycles=32345 ops=25
RESULT name=evict_steady_range impl=expanse core=m7 sysclk=64000000 dcache=0 pass=2 cycles=32221 ops=25
RESULT name=evict_steady_range impl=expanse core=m7 sysclk=64000000 dcache=0 pass=3 cycles=33057 ops=25
RESULT name=evict_steady_range impl=expanse core=m7 sysclk=64000000 dcache=0 pass=4 cycles=32303 ops=25
RESULT name=ingest impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=0 cycles=523873 ops=2000
RESULT name=ingest impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=1 cycles=523599 ops=2000
RESULT name=ingest impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=2 cycles=523465 ops=2000
RESULT name=ingest impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=3 cycles=523492 ops=2000
RESULT name=ingest impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=4 cycles=523492 ops=2000
RESULT name=bytes impl=sorted_array core=m7 shape=ingest keys=2000 heap_bytes=16040 req_bytes=16016
RESULT name=can_dispatch impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=0 cycles=86952 ops=500
RESULT name=can_dispatch impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=1 cycles=86920 ops=500
RESULT name=can_dispatch impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=2 cycles=86920 ops=500
RESULT name=can_dispatch impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=3 cycles=86920 ops=500
RESULT name=can_dispatch impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=4 cycles=86920 ops=500
RESULT name=bytes impl=sorted_array core=m7 shape=ble_index keys=2000 heap_bytes=32080 req_bytes=32032
RESULT name=evict_bulk_loop impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=0 cycles=27077517 ops=600
RESULT name=evict_bulk_loop impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=1 cycles=27077330 ops=600
RESULT name=evict_bulk_loop impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=2 cycles=27077337 ops=600
RESULT name=evict_bulk_loop impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=3 cycles=27077324 ops=600
RESULT name=evict_bulk_loop impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=4 cycles=27077324 ops=600
RESULT name=evict_bulk_range impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=0 cycles=9629937 ops=600
RESULT name=evict_bulk_range impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=1 cycles=9629912 ops=600
RESULT name=evict_bulk_range impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=2 cycles=9629912 ops=600
RESULT name=evict_bulk_range impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=3 cycles=9629912 ops=600
RESULT name=evict_bulk_range impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=4 cycles=9629912 ops=600
RESULT name=evict_steady_loop impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=0 cycles=962659 ops=25
RESULT name=evict_steady_loop impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=1 cycles=962659 ops=25
RESULT name=evict_steady_loop impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=2 cycles=962659 ops=25
RESULT name=evict_steady_loop impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=3 cycles=962659 ops=25
RESULT name=evict_steady_loop impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=4 cycles=962659 ops=25
RESULT name=evict_steady_range impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=0 cycles=144362 ops=25
RESULT name=evict_steady_range impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=1 cycles=144371 ops=25
RESULT name=evict_steady_range impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=2 cycles=144371 ops=25
RESULT name=evict_steady_range impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=3 cycles=144371 ops=25
RESULT name=evict_steady_range impl=sorted_array core=m7 sysclk=64000000 dcache=0 pass=4 cycles=144371 ops=25
RESULT name=ingest impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=0 cycles=244528 ops=2000
RESULT name=ingest impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=1 cycles=244509 ops=2000
RESULT name=ingest impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=2 cycles=244500 ops=2000
RESULT name=ingest impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=3 cycles=244500 ops=2000
RESULT name=ingest impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=4 cycles=244500 ops=2000
RESULT name=bytes impl=open_hash core=m7 shape=ingest keys=2000 heap_bytes=32808 req_bytes=32788
RESULT name=can_dispatch impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=0 cycles=54448 ops=500
RESULT name=can_dispatch impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=1 cycles=54436 ops=500
RESULT name=can_dispatch impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=2 cycles=54436 ops=500
RESULT name=can_dispatch impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=3 cycles=54436 ops=500
RESULT name=can_dispatch impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=4 cycles=54436 ops=500
RESULT name=bytes impl=open_hash core=m7 shape=ble_index keys=2000 heap_bytes=32808 req_bytes=32788
RESULT name=evict_bulk_scan impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=0 cycles=170235 ops=600
RESULT name=evict_bulk_scan impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=1 cycles=170146 ops=600
RESULT name=evict_bulk_scan impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=2 cycles=170146 ops=600
RESULT name=evict_bulk_scan impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=3 cycles=170146 ops=600
RESULT name=evict_bulk_scan impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=4 cycles=170146 ops=600
RESULT name=evict_steady_scan impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=0 cycles=158009 ops=25
RESULT name=evict_steady_scan impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=1 cycles=158009 ops=25
RESULT name=evict_steady_scan impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=2 cycles=158009 ops=25
RESULT name=evict_steady_scan impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=3 cycles=158009 ops=25
RESULT name=evict_steady_scan impl=open_hash core=m7 sysclk=64000000 dcache=0 pass=4 cycles=158009 ops=25
RESULT name=ingest impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=0 cycles=90294092 ops=2000
RESULT name=ingest impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=1 cycles=90294498 ops=2000
RESULT name=ingest impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=2 cycles=90294508 ops=2000
RESULT name=ingest impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=3 cycles=90294508 ops=2000
RESULT name=ingest impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=4 cycles=90294508 ops=2000
RESULT name=bytes impl=tsearch core=m7 shape=ingest keys=2000 heap_bytes=72032 req_bytes=24016
RESULT name=can_dispatch impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=0 cycles=5427828 ops=500
RESULT name=can_dispatch impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=1 cycles=5427789 ops=500
RESULT name=can_dispatch impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=2 cycles=5427794 ops=500
RESULT name=can_dispatch impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=3 cycles=5427794 ops=500
RESULT name=can_dispatch impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=4 cycles=5427789 ops=500
RESULT name=bytes impl=tsearch core=m7 shape=ble_index keys=2000 heap_bytes=144064 req_bytes=48032
RESULT name=evict_bulk_loop impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=0 cycles=2352853 ops=600
RESULT name=evict_bulk_loop impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=1 cycles=2352667 ops=600
RESULT name=evict_bulk_loop impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=2 cycles=2352751 ops=600
RESULT name=evict_bulk_loop impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=3 cycles=2352678 ops=600
RESULT name=evict_bulk_loop impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=4 cycles=2352618 ops=600
RESULT name=evict_bulk_range impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=0 cycles=2346398 ops=600
RESULT name=evict_bulk_range impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=1 cycles=2346395 ops=600
RESULT name=evict_bulk_range impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=2 cycles=2346545 ops=600
RESULT name=evict_bulk_range impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=3 cycles=2346545 ops=600
RESULT name=evict_bulk_range impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=4 cycles=2346545 ops=600
RESULT name=evict_steady_loop impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=0 cycles=42759 ops=25
RESULT name=evict_steady_loop impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=1 cycles=42686 ops=25
RESULT name=evict_steady_loop impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=2 cycles=42832 ops=25
RESULT name=evict_steady_loop impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=3 cycles=42824 ops=25
RESULT name=evict_steady_loop impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=4 cycles=42824 ops=25
